sample_name	genus	clade	alignment_length	genome_equivalents
SRR9178110	Synechococcus	Synechococcus subsubclade 5.1B-VI	98	0.00027267316372266604
SRR9178110	Synechococcus	Synechococcus subsubclade 5.1B-VII	342	0.0009515736938076713
SRR9178110	Synechococcus	Synechococcus subsubclade 5.1B-VIII	318	0.0008847965924878348
SRR9178110	Synechococcus	Synechococcus subsubclade 5.1B-XVI	593	0.0016499508784442957
SRR9178110	Synechococcus	Synechococcus subsubclade 5.2A	1535	0.004270952105247881
SRR9178110	Synechococcus	Synechococcus subsubclade 5.2B	1229	0.003419544063419965
SRR9178110	Synechococcus	Synechococcus subsubclade 5.2C	2897	0.008060552605148609
SRR9178110	Synechococcus	Synechococcus subsubclade 5.3	2669	0.00742617014261016
SRR9178110	Synechococcus	Synechococcus subsubclade RSCCF101	918	0.0025542241254837496
SRR9178110	Synechococcus	unclassified	1802	0.005013847357431064
SRR9178284	Prochlorococcus	Prochlorococcus subclade AMZ-I	4261	0.011855717863492654
SRR9178284	Prochlorococcus	Prochlorococcus subclade AMZ-II	2707	0.007531900553033235
SRR9178284	Prochlorococcus	Prochlorococcus subclade AMZ-III	1369	0.003809077154452345
SRR9178284	Prochlorococcus	Prochlorococcus subclade HLI	15629	0.04348580485532191
SRR9178284	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	67347	0.18738489344112644
SRR9178284	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	4305	0.011978142549245688
SRR9178284	Prochlorococcus	Prochlorococcus subclade LLI	407679	1.1343175787070692
SRR9178284	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	48209	0.13413571989700007
SRR9178284	Prochlorococcus	Prochlorococcus subclade LLIV	22431	0.06241154832105227
SRR9178284	Prochlorococcus	Prochlorococcus subclade LLVII	130435	0.36291963377720354
SRR9178284	Prochlorococcus	Prochlorococcus subclade LLVIII	7681	0.021371454801569368
SRR9178284	Prochlorococcus	unclassified	42101	0.11714094761110166
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	148	0.00041179212480565893
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	777	0.0021619086552297096
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	2355	0.006552503067008965
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1A-II	2187	0.006085063357770109
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1A-III	609	0.0016944689459908533
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1A-IV	1690	0.00470222088460516
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	580	0.0016137799485627176
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2593	0.007214709321764011
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-HK1	647	0.001800199356413928
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-I	2749	0.007648760480342949
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-IX	379	0.001054521725009086
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-V	197	0.000548128706666992
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-VI	194	0.0005397815690020124
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-VII	763	0.0021229553461264714
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-VIII	699	0.0019448830759402405
SRR9178284	Synechococcus	Synechococcus subsubclade 5.1B-XVI	588	0.0016360389823359964
SRR9178284	Synechococcus	Synechococcus subsubclade 5.2A	1096	0.003049487626939204
SRR9178284	Synechococcus	Synechococcus subsubclade 5.2B	1284	0.003572574920611257
SRR9178284	Synechococcus	Synechococcus subsubclade 5.2C	2629	0.007314874973743766
SRR9178284	Synechococcus	Synechococcus subsubclade 5.3	1238	0.003444585476414904
SRR9178284	Synechococcus	Synechococcus subsubclade RSCCF101	854	0.0023761518552975185
SRR9178284	Synechococcus	unclassified	4179	0.011627562767316546
SRR9178489	Prochlorococcus	Prochlorococcus subclade AMZ-I	12953	0.03604015805816014
SRR9178489	Prochlorococcus	Prochlorococcus subclade AMZ-II	6461	0.01797695215114434
SRR9178489	Prochlorococcus	Prochlorococcus subclade AMZ-III	3537	0.009841275307010917
SRR9178489	Prochlorococcus	Prochlorococcus subclade HLI	8033	0.022350852287593637
SRR9178489	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	41097	0.11434743887255518
SRR9178489	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	6428	0.017885133636829566
SRR9178489	Prochlorococcus	Prochlorococcus subclade LLI	186601	0.5191947451409511
SRR9178489	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	195033	0.542655766737987
SRR9178489	Prochlorococcus	Prochlorococcus subclade LLIV	60658	0.16877355882744366
SRR9178489	Prochlorococcus	Prochlorococcus subclade LLVII	436965	1.2158023365925998
SRR9178489	Prochlorococcus	Prochlorococcus subclade LLVIII	20446	0.05688852556605745
SRR9178489	Prochlorococcus	unclassified	69509	0.19340039731835507
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	282	0.0007846309405080799
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1977	0.005500763721221539
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	5228	0.014546278570837736
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1A-II	5571	0.015500634643867068
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1A-III	2111	0.00587360253692396
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1A-IV	3628	0.010094471816181965
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	1403	0.0039036780479887803
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	5725	0.015929121044002684
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-HK1	1146	0.003188606588022197
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-I	6519	0.018138330146000612
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-IX	1763	0.004905334567786329
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-V	584	0.001624909465449357
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-VI	779	0.002167473413673029
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-VII	1853	0.005155748697735716
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1842	0.005125142526297458
SRR9178489	Synechococcus	Synechococcus subsubclade 5.1B-XVI	2141	0.005957073913573755
SRR9178489	Synechococcus	Synechococcus subsubclade 5.2A	3571	0.009935876200547353
SRR9178489	Synechococcus	Synechococcus subsubclade 5.2B	3676	0.010228026018821636
SRR9178489	Synechococcus	Synechococcus subsubclade 5.2C	5624	0.01564810074261504
SRR9178489	Synechococcus	Synechococcus subsubclade 5.3	3166	0.00880901261577511
SRR9178489	Synechococcus	Synechococcus subsubclade RSCCF101	2085	0.005801260677160803
SRR9178489	Synechococcus	unclassified	7320	0.02036701590255016
SRR17827564	Prochlorococcus	Prochlorococcus subclade AMZ-I	18574	0.0516799116631102
SRR17827564	Prochlorococcus	Prochlorococcus subclade AMZ-II	8599	0.023925678927053117
SRR17827564	Prochlorococcus	Prochlorococcus subclade AMZ-III	6014	0.016733228639062386
SRR17827564	Prochlorococcus	Prochlorococcus subclade HLI	32391	0.09012404536878445
SRR17827564	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	86551	0.24081770401388236
SRR17827564	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	5310	0.014774433667013845
SRR17827564	Prochlorococcus	Prochlorococcus subclade LLI	729225	2.0289804879149096
SRR17827564	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	247068	0.6874368695370577
SRR17827564	Prochlorococcus	Prochlorococcus subclade LLIV	155924	0.43383969775809167
SRR17827564	Prochlorococcus	Prochlorococcus subclade LLVII	608067	1.6918729861770447
SRR17827564	Prochlorococcus	Prochlorococcus subclade LLVIII	26274	0.0731042316698911
SRR17827564	Prochlorococcus	unclassified	134259	0.37355945192083084
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	494	0.0013744953354999697
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	3593	0.00999708854342387
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	7683	0.021377019560012686
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1A-II	7250	0.020172249357033968
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1A-III	3234	0.00899821440284798
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1A-IV	4595	0.012785032523527046
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	2147	0.005973768188903715
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	12842	0.035731313964555894
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-HK1	1782	0.004958199772997866
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-I	8833	0.024576755664921523
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-IX	1671	0.004649355679393622
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-V	722	0.002008877798038417
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-VI	688	0.0019142769045019821
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-VII	2227	0.006196358526636503
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1965	0.00546737517056162
SRR17827564	Synechococcus	Synechococcus subsubclade 5.1B-XVI	2520	0.007011595638582842
SRR17827564	Synechococcus	Synechococcus subsubclade 5.2A	4407	0.012261945229854992
SRR17827564	Synechococcus	Synechococcus subsubclade 5.2B	4296	0.01195310113625075
SRR17827564	Synechococcus	Synechococcus subsubclade 5.2C	4546	0.012648695941665714
SRR17827564	Synechococcus	Synechococcus subsubclade 5.3	3011	0.008377743836417833
SRR17827564	Synechococcus	Synechococcus subsubclade RSCCF101	2104	0.005854125882372341
SRR17827564	Synechococcus	unclassified	11448	0.031852677329562054
SRR17827633	Prochlorococcus	Prochlorococcus subclade AMZ-I	2034	0.005659359336856151
SRR17827633	Prochlorococcus	Prochlorococcus subclade AMZ-II	600	0.0016694275329959146
SRR17827633	Prochlorococcus	Prochlorococcus subclade AMZ-III	572	0.0015915209147894386
SRR17827633	Prochlorococcus	Prochlorococcus subclade HLI	3725	0.01036436260068297
SRR17827633	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	62125	0.17285530914561867
SRR17827633	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	1830	0.00509175397563754
SRR17827633	Prochlorococcus	Prochlorococcus subclade LLI	11743	0.032673479199951706
SRR17827633	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	15674	0.04361101192029661
SRR17827633	Prochlorococcus	Prochlorococcus subclade LLIV	10050	0.02796291117768157
SRR17827633	Prochlorococcus	Prochlorococcus subclade LLVII	40245	0.11197685177570098
SRR17827633	Prochlorococcus	Prochlorococcus subclade LLVIII	2707	0.007531900553033235
SRR17827633	Prochlorococcus	unclassified	15578	0.04334390351501726
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	311	0.0008653199379362158
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	827	0.0023010276163127025
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1A-II	1196	0.00332772554910519
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1A-III	685	0.0019059297668370025
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1A-IV	715	0.0019894011434867984
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	251	0.0006983771846366243
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	1290	0.0035892691959412163
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-HK1	242	0.0006733357716416856
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-I	782	0.002175820551338009
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-IX	177	0.0004924811222337948
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-V	97	0.0002698907845010062
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-VI	142	0.0003950978494756998
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-VII	151	0.0004201392624706385
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-VIII	390	0.0010851278964473445
SRR17827633	Synechococcus	Synechococcus subsubclade 5.1B-XVI	241	0.0006705533924200257
SRR17827633	Synechococcus	Synechococcus subsubclade 5.2A	430	0.0011964230653137389
SRR17827633	Synechococcus	Synechococcus subsubclade 5.2B	1369	0.003809077154452345
SRR17827633	Synechococcus	Synechococcus subsubclade 5.2C	1194	0.00332216079066187
SRR17827633	Synechococcus	Synechococcus subsubclade 5.3	1723	0.004794039398919935
SRR17827633	Synechococcus	Synechococcus subsubclade RSCCF101	395	0.0010990397925556437
SRR17827633	Synechococcus	unclassified	1928	0.005364427139360205
SRR17827573	Prochlorococcus	Prochlorococcus subclade AMZ-I	465	0.0012938063380718338
SRR17827573	Prochlorococcus	Prochlorococcus subclade AMZ-II	295	0.000820801870389658
SRR17827573	Prochlorococcus	Prochlorococcus subclade AMZ-III	290	0.0008068899742813588
SRR17827573	Prochlorococcus	Prochlorococcus subclade HLI	2522	0.007017160397026162
SRR17827573	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	33356	0.09280904131768622
SRR17827573	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	1147	0.003191388967243857
SRR17827573	Prochlorococcus	Prochlorococcus subclade LLI	6922	0.019259628972329534
SRR17827573	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	6589	0.018333096691516802
SRR17827573	Prochlorococcus	Prochlorococcus subclade LLIV	4730	0.013160653718451128
SRR17827573	Prochlorococcus	Prochlorococcus subclade LLVII	17968	0.04999378985478432
SRR17827573	Prochlorococcus	Prochlorococcus subclade LLVIII	1113	0.0030967880737074217
SRR17827573	Prochlorococcus	unclassified	6427	0.017882351257607905
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	403	0.0011212988263289228
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	632	0.00175846366808903
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1A-II	526	0.0014635314705930852
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1A-III	387	0.001076780758782365
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1A-IV	148	0.00041179212480565893
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	149	0.0004145745040273188
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	727	0.0020227896941467168
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1B-I	471	0.001310500613401793
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1B-IX	77	0.00021424320006780906
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1B-V	100	0.0002782379221659858
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1B-VII	100	0.0002782379221659858
SRR17827573	Synechococcus	Synechococcus subsubclade 5.1B-XVI	198	0.0005509110858886518
SRR17827573	Synechococcus	Synechococcus subsubclade 5.2A	519	0.0014440548160414661
SRR17827573	Synechococcus	Synechococcus subsubclade 5.2B	1074	0.0029882752840626873
SRR17827573	Synechococcus	Synechococcus subsubclade 5.2C	757	0.002106261070796512
SRR17827573	Synechococcus	Synechococcus subsubclade 5.3	985	0.00274064353333496
SRR17827573	Synechococcus	Synechococcus subsubclade RSCCF101	99	0.0002754555429443259
SRR17827573	Synechococcus	unclassified	708	0.0019699244889351793
SRR9178221	Prochlorococcus	Prochlorococcus subclade AMZ-I	4939	0.013742170975778038
SRR9178221	Prochlorococcus	Prochlorococcus subclade AMZ-II	1651	0.004593708094960425
SRR9178221	Prochlorococcus	Prochlorococcus subclade AMZ-III	1835	0.005105665871745839
SRR9178221	Prochlorococcus	Prochlorococcus subclade HLI	3965	0.011032133613881336
SRR9178221	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	30805	0.08571119192323191
SRR9178221	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	3543	0.009857969582340876
SRR9178221	Prochlorococcus	Prochlorococcus subclade LLI	58870	0.16379866477911584
SRR9178221	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	57519	0.16003967045065337
SRR9178221	Prochlorococcus	Prochlorococcus subclade LLIV	32720	0.09103944813271055
SRR9178221	Prochlorococcus	Prochlorococcus subclade LLVII	135334	0.3765505095841152
SRR9178221	Prochlorococcus	Prochlorococcus subclade LLVIII	6767	0.01882836019297226
SRR9178221	Prochlorococcus	unclassified	24344	0.06773423977208758
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	44	0.00012242468575303375
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	431	0.0011992054445353988
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	1101	0.0030633995230475034
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1A-II	2087	0.005806825435604123
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1A-III	1005	0.002796291117768157
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1A-IV	1168	0.003249818930898714
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	647	0.001800199356413928
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2388	0.00664432158132374
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-HK1	672	0.0018697588369554245
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-I	3024	0.008413914766299409
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-IX	422	0.00117416403154046
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-V	203	0.0005648229819969511
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-VI	208	0.0005787348781052504
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-VII	530	0.0014746609874797245
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-VIII	952	0.002648825019020185
SRR9178221	Synechococcus	Synechococcus subsubclade 5.1B-XVI	823	0.002289898099426063
SRR9178221	Synechococcus	Synechococcus subsubclade 5.2A	1519	0.004226434037701324
SRR9178221	Synechococcus	Synechococcus subsubclade 5.2B	2102	0.005848561123929021
SRR9178221	Synechococcus	Synechococcus subsubclade 5.2C	2261	0.006290959420172939
SRR9178221	Synechococcus	Synechococcus subsubclade 5.3	2831	0.007876915576519058
SRR9178221	Synechococcus	Synechococcus subsubclade RSCCF101	1025	0.0028519387022013544
SRR9178221	Synechococcus	unclassified	3069	0.008539121831274104
SRR17827667	Prochlorococcus	Prochlorococcus subclade AMZ-I	3124	0.008692152688465396
SRR17827667	Prochlorococcus	Prochlorococcus subclade AMZ-II	1249	0.0034751916478531625
SRR17827667	Prochlorococcus	Prochlorococcus subclade AMZ-III	1628	0.004529713372862248
SRR17827667	Prochlorococcus	Prochlorococcus subclade HLI	5050	0.014051015069382281
SRR17827667	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	73129	0.20347261010076373
SRR17827667	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	2893	0.008049423088261969
SRR17827667	Prochlorococcus	Prochlorococcus subclade LLI	34804	0.09683792643064969
SRR17827667	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	32575	0.09063600314556987
SRR17827667	Prochlorococcus	Prochlorococcus subclade LLIV	35645	0.09917790735606563
SRR17827667	Prochlorococcus	Prochlorococcus subclade LLVII	97109	0.2701940638361671
SRR17827667	Prochlorococcus	Prochlorococcus subclade LLVIII	4782	0.01330533743797744
SRR17827667	Prochlorococcus	unclassified	26896	0.07483487154576353
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	94	0.0002615436468360266
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	693	0.0019281888006102814
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	1434	0.003989931803860236
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1A-II	1755	0.0048830755340130505
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1A-III	1189	0.0033082488945535707
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1A-IV	1037	0.0028853272528612723
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	604	0.001680557049882554
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	1524	0.004240345933809623
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-HK1	389	0.0010823455172256848
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-I	2019	0.0056176236485312525
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-IX	321	0.0008931437301528143
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-V	99	0.0002754555429443259
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-VI	99	0.0002754555429443259
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-VII	468	0.0013021534757368133
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-VIII	500	0.0013911896108299289
SRR17827667	Synechococcus	Synechococcus subsubclade 5.1B-XVI	379	0.001054521725009086
SRR17827667	Synechococcus	Synechococcus subsubclade 5.2A	1094	0.0030439228684958843
SRR17827667	Synechococcus	Synechococcus subsubclade 5.2B	2483	0.006908647607381427
SRR17827667	Synechococcus	Synechococcus subsubclade 5.2C	1619	0.00450467195986731
SRR17827667	Synechococcus	Synechococcus subsubclade 5.3	2429	0.006758399129411795
SRR17827667	Synechococcus	Synechococcus subsubclade RSCCF101	493	0.0013717129562783098
SRR17827667	Synechococcus	unclassified	2611	0.007264792147753889
SRR9178460	Prochlorococcus	Prochlorococcus subclade AMZ-I	801	0.002228685756549546
SRR9178460	Prochlorococcus	Prochlorococcus subclade AMZ-II	281	0.00078184856128642
SRR9178460	Prochlorococcus	Prochlorococcus subclade AMZ-III	374	0.0010406098289007868
SRR9178460	Prochlorococcus	Prochlorococcus subclade HLI	2559	0.007120108428227576
SRR9178460	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	27478	0.07645421625276957
SRR9178460	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	1755	0.0048830755340130505
SRR9178460	Prochlorococcus	Prochlorococcus subclade LLI	12286	0.034184311117313015
SRR9178460	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	14745	0.041026181623374604
SRR9178460	Prochlorococcus	Prochlorococcus subclade LLIV	8783	0.02443763670383853
SRR9178460	Prochlorococcus	Prochlorococcus subclade LLVII	32653	0.09085302872485934
SRR9178460	Prochlorococcus	Prochlorococcus subclade LLVIII	1518	0.004223651658479664
SRR9178460	Prochlorococcus	unclassified	8581	0.02387559610106324
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	628	0.0017473341512023906
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	909	0.0025291827124888106
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1A-II	507	0.001410666265381548
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1A-III	325	0.0009042732470394538
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1A-IV	612	0.001702816083655833
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	148	0.00041179212480565893
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	815	0.002267639065652784
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-HK1	382	0.0010628688626740657
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-I	1028	0.0028602858398663338
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-IX	296	0.0008235842496113179
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-V	79	0.00021980795851112876
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-VI	98	0.00027267316372266604
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-VII	144	0.0004006626079190195
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-VIII	196	0.0005453463274453321
SRR9178460	Synechococcus	Synechococcus subsubclade 5.1B-XVI	244	0.0006789005300850053
SRR9178460	Synechococcus	Synechococcus subsubclade 5.2A	504	0.0014023191277165684
SRR9178460	Synechococcus	Synechococcus subsubclade 5.2B	449	0.001249288270525276
SRR9178460	Synechococcus	Synechococcus subsubclade 5.2C	1273	0.0035419687491729988
SRR9178460	Synechococcus	Synechococcus subsubclade 5.3	864	0.002403975647514117
SRR9178460	Synechococcus	Synechococcus subsubclade RSCCF101	778	0.0021646910344513695
SRR9178460	Synechococcus	unclassified	1209	0.003363896478986768
SRR17827661	Prochlorococcus	Prochlorococcus subclade AMZ-I	658	0.0018308055278521865
SRR17827661	Prochlorococcus	Prochlorococcus subclade AMZ-II	147	0.0004090097455839991
SRR17827661	Prochlorococcus	Prochlorococcus subclade AMZ-III	194	0.0005397815690020124
SRR17827661	Prochlorococcus	Prochlorococcus subclade HLI	1915	0.005328256209478628
SRR17827661	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	15217	0.04233946461599806
SRR17827661	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	1316	0.003661611055704373
SRR17827661	Prochlorococcus	Prochlorococcus subclade LLI	4780	0.01329977267953412
SRR17827661	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	7038	0.01958238496204208
SRR17827661	Prochlorococcus	Prochlorococcus subclade LLIV	2222	0.006182446630528204
SRR17827661	Prochlorococcus	Prochlorococcus subclade LLVII	17818	0.04957643297153535
SRR17827661	Prochlorococcus	Prochlorococcus subclade LLVIII	1409	0.00392037232331874
SRR17827661	Prochlorococcus	unclassified	4066	0.011313153915268982
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	220	0.0006121234287651687
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	386	0.0010739983795607052
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1A-II	464	0.001291023958850174
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1A-III	664	0.0018474998031821456
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1A-IV	241	0.0006705533924200257
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	186	0.0005175225352287336
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	626	0.001741769392759071
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1B-HK1	50	0.0001391189610829929
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1B-I	405	0.0011268635847722424
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1B-V	154	0.0004284864001356181
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1B-VII	139	0.0003867507118107202
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1B-VIII	94	0.0002615436468360266
SRR17827661	Synechococcus	Synechococcus subsubclade 5.1B-XVI	146	0.00040622736636233923
SRR17827661	Synechococcus	Synechococcus subsubclade 5.2A	281	0.00078184856128642
SRR17827661	Synechococcus	Synechococcus subsubclade 5.2B	1404	0.00390646042721044
SRR17827661	Synechococcus	Synechococcus subsubclade 5.2C	914	0.00254309460859711
SRR17827661	Synechococcus	Synechococcus subsubclade 5.3	1374	0.0038229890505606444
SRR17827661	Synechococcus	Synechococcus subsubclade RSCCF101	664	0.0018474998031821456
SRR17827661	Synechococcus	unclassified	958	0.0026655192943501435
SRR9178456	Prochlorococcus	Prochlorococcus subclade AMZ-I	1010	0.0028102030138764562
SRR9178456	Prochlorococcus	Prochlorococcus subclade AMZ-II	261	0.0007262009768532229
SRR9178456	Prochlorococcus	Prochlorococcus subclade AMZ-III	233	0.0006482943586467468
SRR9178456	Prochlorococcus	Prochlorococcus subclade HLI	3523	0.00980232199790768
